user_id,last_updated,vector_kv
3779,2025-10-15 16:09:21.899369,"['minimalist:0.78', 'digital_art:0.61', 'watercolor:0.71', 'sculpture:0.58', 'contemporary:0.8', 'portrait:0.94', 'small_art:0.1']"
3781,2025-07-22 19:44:07.165054,"['portrait:0.2', 'sculpture:0.89', 'watercolor:0.18', 'classical:0.94', 'colorful:0.83', 'mixed_media:0.3', 'minimalist:0.74', 'contemporary:0.79']"
3782,2025-07-29 07:52:00.231488,"['small_art:0.26', 'watercolor:0.62', 'large_canvas:0.26', 'colorful:0.66', 'minimalist:0.44', 'oil_painting:0.15', 'mixed_media:0.65']"
3784,2025-08-18 21:20:00.612618,"['small_art:0.39', 'digital_art:0.63', 'mixed_media:0.66', 'landscape:0.37', 'abstract_art:0.44', 'portrait:0.45', 'realism:0.51']"
3785,2025-10-01 21:18:37.780329,"['minimalist:0.55', 'watercolor:0.51', 'oil_painting:0.31']"
3787,2025-07-25 17:09:52.510853,"['small_art:0.91', 'sculpture:0.17', 'classical:0.63']"
3788,2025-09-10 03:22:26.516290,"['contemporary:0.67', 'large_canvas:0.42', 'colorful:0.87', 'abstract_art:0.76', 'minimalist:0.92']"
3790,2025-09-28 21:00:19.566426,"['contemporary:0.89', 'colorful:0.16']"
3791,2025-10-08 22:19:33.791988,"['portrait:0.31', 'large_canvas:0.64', 'mixed_media:0.17']"
3793,2025-08-03 16:12:01.139258,"['abstract_art:0.45', 'digital_art:0.28', 'minimalist:0.71', 'mixed_media:0.35', 'watercolor:0.79']"
3797,2025-07-17 14:01:15.551122,"['colorful:0.52', 'large_canvas:0.64', 'sculpture:0.87']"
3799,2025-09-26 22:53:28.128003,"['colorful:0.24', 'mixed_media:0.37', 'abstract_art:0.79', 'realism:0.77', 'landscape:0.87', 'contemporary:0.58']"
3800,2025-08-10 23:26:01.635527,"['classical:0.53', 'minimalist:0.34', 'oil_painting:0.57', 'sculpture:0.58']"
3802,2025-09-23 20:29:44.022921,"['abstract_art:0.35', 'classical:0.3', 'large_canvas:0.42', 'colorful:0.49', 'small_art:0.6', 'oil_painting:0.19', 'portrait:0.28']"
3803,2025-10-04 15:02:53.406675,"['landscape:0.18', 'classical:0.52', 'colorful:0.14', 'oil_painting:0.59', 'minimalist:0.61']"
3805,2025-08-21 05:50:59.599223,"['digital_art:0.26', 'oil_painting:0.64', 'watercolor:0.83', 'large_canvas:0.48']"
3808,2025-07-11 22:28:23.249212,"['portrait:0.12', 'contemporary:0.56', 'classical:0.44', 'digital_art:0.59', 'landscape:0.98', 'realism:0.88', 'abstract_art:0.43', 'sculpture:0.17']"
3811,2025-09-26 07:55:20.625004,"['small_art:0.92', 'realism:0.45', 'colorful:0.76', 'landscape:0.27', 'oil_painting:0.64']"
3812,2025-07-17 22:39:51.563155,"['contemporary:0.49', 'realism:0.86', 'watercolor:0.22']"
3814,2025-08-11 04:15:43.345379,"['large_canvas:0.42', 'mixed_media:0.27', 'oil_painting:0.89']"
3815,2025-07-31 08:56:48.340502,"['colorful:0.75', 'oil_painting:0.7', 'contemporary:0.25', 'sculpture:0.11', 'portrait:0.19']"
3817,2025-08-26 15:05:25.531645,"['landscape:0.72', 'portrait:0.53', 'sculpture:0.3', 'minimalist:1', 'contemporary:0.33', 'realism:0.4']"
3821,2025-07-27 10:52:41.120880,"['watercolor:0.66', 'sculpture:0.75', 'colorful:0.45', 'abstract_art:0.59', 'portrait:0.7', 'oil_painting:0.83', 'minimalist:0.56']"
3823,2025-09-17 17:52:10.294134,"['contemporary:0.36', 'landscape:0.76', 'realism:0.85', 'classical:0.88', 'small_art:0.24', 'watercolor:0.47', 'oil_painting:0.11']"
3824,2025-08-06 15:35:09.068126,"['realism:0.32', 'landscape:0.55', 'mixed_media:0.35', 'large_canvas:0.85', 'small_art:0.57', 'contemporary:0.97', 'colorful:0.6']"
3826,2025-08-15 00:13:11.829840,"['mixed_media:0.3', 'contemporary:0.22', 'oil_painting:0.58', 'portrait:0.55']"
3827,2025-10-01 05:30:56.727652,"['sculpture:0.45', 'mixed_media:0.14', 'contemporary:0.16', 'oil_painting:0.18', 'classical:0.92', 'digital_art:0.32', 'colorful:0.81', 'portrait:1']"
3829,2025-08-07 04:41:00.710929,"['realism:0.92', 'small_art:0.7', 'colorful:0.87', 'watercolor:0.45']"
3830,2025-08-02 14:32:56.003391,"['small_art:0.84', 'landscape:0.63', 'portrait:0.73']"
3832,2025-09-03 18:17:58.049839,"['large_canvas:0.45', 'minimalist:0.52', 'digital_art:0.37', 'oil_painting:0.96', 'contemporary:0.55', 'colorful:0.68']"
3835,2025-08-19 07:39:40.039411,"['oil_painting:0.85', 'portrait:1', 'minimalist:0.79', 'mixed_media:0.18', 'contemporary:0.37', 'digital_art:0.8', 'sculpture:0.44']"
3836,2025-07-10 22:09:39.706635,"['colorful:0.25', 'contemporary:0.31', 'large_canvas:0.57', 'mixed_media:0.45', 'abstract_art:0.73', 'digital_art:0.37']"
3839,2025-09-27 17:55:40.434919,"['small_art:0.64', 'mixed_media:0.5', 'colorful:0.98', 'sculpture:0.42']"
3841,2025-09-18 06:04:08.334400,"['sculpture:0.88', 'landscape:0.46', 'minimalist:0.5', 'colorful:0.11']"
3844,2025-09-16 09:49:03.647991,"['contemporary:0.9', 'large_canvas:0.83', 'sculpture:0.87', 'minimalist:0.43', 'landscape:0.17']"
3845,2025-08-16 00:27:48.574527,"['large_canvas:0.41', 'abstract_art:0.85', 'portrait:0.17', 'oil_painting:0.84', 'colorful:0.15']"
3847,2025-08-18 19:55:14.665086,"['digital_art:0.28', 'realism:0.21', 'colorful:0.22', 'watercolor:0.19', 'large_canvas:0.43', 'contemporary:0.13']"
3850,2025-07-16 22:13:10.101570,"['minimalist:0.52', 'colorful:0.44', 'classical:0.72']"
3851,2025-08-10 01:32:00.141626,"['abstract_art:0.97', 'small_art:0.59', 'watercolor:0.16', 'realism:0.26', 'classical:0.57', 'digital_art:0.95']"
3853,2025-09-09 21:58:14.154857,"['abstract_art:0.35', 'oil_painting:0.56', 'realism:0.72', 'watercolor:0.41', 'small_art:0.91', 'mixed_media:0.27']"
3854,2025-08-27 23:32:44.082852,"['mixed_media:0.53', 'classical:0.86', 'minimalist:0.56']"
3856,2025-09-01 05:38:53.103802,"['contemporary:0.61', 'landscape:0.48', 'digital_art:0.51', 'realism:0.87', 'classical:0.43', 'sculpture:0.3', 'oil_painting:0.73']"
3857,2025-07-25 20:29:22.327995,"['landscape:0.21', 'watercolor:0.15', 'minimalist:0.35', 'mixed_media:0.59', 'large_canvas:0.17', 'digital_art:0.68', 'sculpture:0.81', 'portrait:0.35']"
3860,2025-08-10 20:07:08.897884,"['landscape:0.25', 'minimalist:0.61', 'sculpture:0.11', 'portrait:0.25', 'contemporary:0.77']"
3862,2025-08-06 08:56:06.899896,"['small_art:0.34', 'sculpture:0.88', 'mixed_media:0.75', 'large_canvas:0.2', 'classical:0.65', 'abstract_art:0.88', 'portrait:0.52']"
3863,2025-08-13 03:03:03.021189,"['large_canvas:0.4', 'portrait:0.4', 'landscape:0.74']"
3865,2025-10-09 06:22:15.548136,"['large_canvas:0.47', 'realism:0.52', 'contemporary:0.54', 'digital_art:0.91', 'classical:0.76', 'colorful:0.86', 'sculpture:0.29', 'minimalist:0.62']"
3866,2025-10-02 09:02:29.844004,"['classical:0.79', 'oil_painting:0.1', 'realism:0.75', 'portrait:0.8']"
3868,2025-09-15 12:57:22.661629,"['classical:0.98', 'landscape:0.11', 'watercolor:0.5', 'small_art:0.72']"
3869,2025-08-08 14:30:22.572365,"['mixed_media:0.97', 'oil_painting:0.54', 'landscape:0.24', 'colorful:0.66', 'abstract_art:0.5', 'large_canvas:0.38']"
3872,2025-10-05 05:17:21.813474,"['classical:0.92', 'sculpture:0.51', 'mixed_media:0.86']"
3874,2025-07-21 20:49:23.272357,"['small_art:0.62', 'oil_painting:0.66', 'colorful:0.32', 'landscape:0.49']"
3877,2025-07-11 04:51:41.731433,"['watercolor:0.94', 'small_art:0.35', 'digital_art:0.21', 'mixed_media:0.61']"
3878,2025-09-20 12:17:32.960185,"['colorful:0.36', 'classical:0.71', 'abstract_art:0.64', 'realism:0.37', 'small_art:0.47']"
3880,2025-10-12 05:20:53.587391,"['small_art:0.85', 'minimalist:1', 'classical:0.95']"
3883,2025-09-04 09:45:31.065652,"['abstract_art:0.96', 'minimalist:0.51', 'realism:0.56', 'digital_art:0.7', 'oil_painting:0.14', 'large_canvas:0.43', 'classical:0.86', 'colorful:0.52']"
3884,2025-08-19 23:18:10.671806,"['colorful:0.87', 'small_art:0.25', 'digital_art:0.17', 'watercolor:0.23', 'abstract_art:0.83']"
3886,2025-10-03 15:19:22.111843,"['small_art:0.13', 'digital_art:0.69', 'portrait:0.58', 'contemporary:0.15', 'sculpture:0.26', 'oil_painting:0.28', 'colorful:0.57']"
3887,2025-10-10 18:35:41.692680,"['oil_painting:0.36', 'abstract_art:0.52', 'large_canvas:0.42', 'classical:0.37', 'portrait:0.28', 'contemporary:0.24']"
3889,2025-09-12 06:42:58.344162,"['mixed_media:0.71', 'sculpture:0.87', 'realism:0.3', 'small_art:0.34', 'portrait:0.98', 'oil_painting:0.59']"
3890,2025-09-03 08:03:39.172835,"['digital_art:0.5', 'minimalist:0.15', 'large_canvas:0.89', 'abstract_art:0.96', 'realism:0.91', 'classical:0.24']"
3893,2025-07-30 13:58:30.295937,"['abstract_art:0.39', 'contemporary:0.56', 'sculpture:0.16', 'portrait:0.99', 'colorful:0.45', 'mixed_media:0.95', 'watercolor:0.85']"
3896,2025-07-20 11:52:32.805300,"['mixed_media:0.16', 'realism:0.94', 'small_art:0.41', 'large_canvas:0.72', 'portrait:0.67', 'sculpture:0.62']"
3898,2025-10-14 06:35:43.423097,"['classical:0.56', 'landscape:0.5', 'portrait:0.74', 'small_art:0.87']"
3901,2025-08-05 08:35:26.421691,"['digital_art:0.64', 'colorful:0.47', 'watercolor:0.88']"
3902,2025-07-23 13:00:29.620064,"['realism:0.51', 'mixed_media:0.62', 'watercolor:0.54', 'portrait:0.23']"
3904,2025-08-11 09:22:50.288771,"['oil_painting:0.26', 'large_canvas:0.49', 'small_art:0.49', 'contemporary:0.21', 'watercolor:0.18', 'landscape:1', 'colorful:0.28', 'abstract_art:0.84']"
3905,2025-08-23 16:24:57.916661,"['mixed_media:0.11', 'watercolor:0.72', 'digital_art:0.3', 'small_art:0.96', 'colorful:0.99', 'realism:0.75', 'minimalist:0.91', 'abstract_art:0.31']"
3907,2025-08-21 15:21:29.590284,"['watercolor:0.28', 'contemporary:0.6', 'portrait:0.29', 'sculpture:0.13']"
3908,2025-07-16 20:40:22.701604,"['mixed_media:0.23', 'colorful:0.65', 'oil_painting:0.86', 'watercolor:0.65', 'large_canvas:0.24', 'classical:0.55']"
3910,2025-09-10 04:50:10.809378,"['sculpture:0.43', 'realism:0.33', 'contemporary:0.1', 'watercolor:0.93', 'mixed_media:0.49', 'minimalist:0.57']"
3911,2025-07-20 08:50:22.977997,"['landscape:0.36', 'small_art:0.31', 'abstract_art:0.37', 'colorful:0.84']"
3913,2025-08-28 06:00:14.722989,"['mixed_media:0.24', 'small_art:0.66', 'abstract_art:0.2']"
3914,2025-07-14 03:16:50.874339,"['colorful:0.91', 'watercolor:0.49', 'abstract_art:0.12', 'small_art:0.84', 'sculpture:0.95', 'large_canvas:0.52', 'digital_art:0.58', 'classical:0.35']"
3916,2025-08-21 17:47:30.340927,"['abstract_art:0.81', 'sculpture:0.57', 'minimalist:0.29', 'landscape:0.11', 'colorful:0.57', 'large_canvas:0.34', 'digital_art:0.94', 'mixed_media:0.11']"
3920,2025-09-05 07:06:07.802244,"['minimalist:0.82', 'mixed_media:0.88', 'portrait:0.31', 'sculpture:0.12', 'oil_painting:0.74', 'contemporary:0.41', 'realism:0.46', 'watercolor:0.55']"
3922,2025-10-11 15:50:55.094486,"['mixed_media:0.53', 'abstract_art:0.43', 'colorful:0.34', 'realism:0.67', 'small_art:0.89', 'watercolor:0.59', 'digital_art:0.77']"
3923,2025-09-19 21:05:50.040131,"['small_art:0.71', 'digital_art:0.6', 'mixed_media:0.81']"
3925,2025-09-23 11:14:56.498706,"['realism:0.9', 'watercolor:0.83', 'small_art:0.83', 'oil_painting:0.24', 'classical:0.4']"
3928,2025-08-07 05:54:44.348849,"['mixed_media:1', 'large_canvas:0.69', 'abstract_art:0.89', 'minimalist:0.88', 'watercolor:0.41', 'digital_art:0.67']"
3931,2025-09-03 16:17:34.613955,"['classical:0.51', 'sculpture:0.78', 'oil_painting:0.88', 'colorful:0.14', 'contemporary:0.66', 'portrait:0.79']"
3932,2025-09-30 04:54:19.973862,"['abstract_art:0.52', 'sculpture:0.76', 'realism:0.74', 'landscape:0.8', 'colorful:0.94']"
3934,2025-09-28 22:38:58.882337,"['abstract_art:0.57', 'digital_art:0.89', 'small_art:0.97', 'landscape:0.75', 'oil_painting:0.76']"
3937,2025-08-29 09:58:44.558083,"['sculpture:0.98', 'watercolor:0.77', 'colorful:0.64', 'classical:0.55', 'oil_painting:0.56']"
3938,2025-07-17 04:00:00.626805,"['portrait:0.44', 'oil_painting:0.47', 'colorful:0.2', 'mixed_media:0.71']"
3940,2025-09-19 04:00:25.402222,"['colorful:0.18', 'realism:0.61', 'contemporary:0.45', 'minimalist:0.96', 'abstract_art:0.88']"
3941,2025-07-22 10:09:08.724339,"['oil_painting:0.13', 'minimalist:0.41', 'portrait:0.48', 'watercolor:0.25', 'mixed_media:0.94', 'small_art:0.43']"
3943,2025-10-07 03:40:29.682040,"['contemporary:0.23', 'portrait:0.77', 'mixed_media:0.64', 'watercolor:0.75', 'digital_art:0.51', 'realism:0.6']"
3944,2025-09-11 00:13:12.002022,"['realism:0.57', 'sculpture:0.16', 'colorful:0.59', 'portrait:0.35', 'watercolor:0.53']"
3946,2025-10-03 20:09:11.821669,"['colorful:0.52', 'landscape:0.8', 'classical:0.37', 'mixed_media:0.29', 'small_art:0.82']"
3947,2025-10-12 00:33:02.229984,"['abstract_art:0.75', 'digital_art:0.59', 'sculpture:0.57', 'portrait:0.71', 'mixed_media:0.47', 'oil_painting:0.61']"
3949,2025-07-29 15:50:05.723502,"['oil_painting:0.35', 'large_canvas:0.1', 'colorful:0.98', 'sculpture:0.78', 'portrait:0.17']"
3950,2025-10-09 05:25:14.477200,"['realism:0.42', 'watercolor:0.23', 'abstract_art:0.25', 'sculpture:0.87', 'mixed_media:0.49', 'minimalist:0.22', 'colorful:0.76']"
3952,2025-08-17 01:09:53.671794,"['watercolor:0.32', 'classical:0.31']"
3953,2025-09-07 04:21:51.101518,"['abstract_art:0.62', 'mixed_media:0.78', 'classical:0.68', 'sculpture:0.29', 'watercolor:0.52', 'realism:0.35', 'colorful:0.42', 'contemporary:0.29', 'oil_painting:0.14']"
3955,2025-08-22 10:07:39.124766,"['sculpture:0.72', 'contemporary:0.88', 'large_canvas:0.11', 'landscape:0.31', 'colorful:0.91', 'minimalist:0.86']"
3956,2025-09-28 03:22:33.613074,"['digital_art:0.68', 'sculpture:0.11', 'large_canvas:0.61', 'abstract_art:0.24', 'mixed_media:0.74', 'watercolor:0.92']"
3958,2025-10-06 22:53:55.440336,"['colorful:0.21', 'large_canvas:0.6', 'landscape:0.61', 'sculpture:0.89', 'small_art:0.27', 'minimalist:0.85', 'watercolor:0.89']"
3959,2025-08-22 13:45:56.167713,"['abstract_art:0.33', 'large_canvas:0.1', 'watercolor:0.13', 'digital_art:0.11']"
3962,2025-09-11 08:04:20.276954,"['digital_art:0.29', 'classical:0.52', 'sculpture:0.54', 'mixed_media:0.53', 'oil_painting:0.95', 'portrait:0.92', 'minimalist:0.65', 'colorful:0.66']"
3964,2025-07-29 15:54:14.596083,"['mixed_media:0.92', 'sculpture:0.87', 'watercolor:0.73', 'realism:0.85', 'portrait:0.55', 'classical:0.21', 'large_canvas:0.66']"
3967,2025-08-29 13:04:53.504958,"['watercolor:0.29', 'minimalist:0.85', 'small_art:0.71', 'abstract_art:0.91', 'digital_art:0.62']"
3968,2025-08-10 04:32:53.323187,"['landscape:0.67', 'watercolor:0.39', 'large_canvas:0.99', 'realism:0.72', 'sculpture:0.38']"
3970,2025-08-15 23:29:13.464157,"['digital_art:0.5', 'realism:0.54', 'colorful:0.57', 'landscape:0.64']"
3971,2025-10-10 12:29:06.493159,"['oil_painting:0.6', 'landscape:0.15', 'sculpture:0.44', 'portrait:0.91', 'watercolor:0.24', 'mixed_media:0.79']"
3973,2025-08-28 15:25:23.259676,"['mixed_media:0.59', 'realism:0.26', 'digital_art:0.71', 'minimalist:0.8', 'abstract_art:0.68', 'oil_painting:0.57']"
3974,2025-08-08 21:44:19.084643,"['landscape:0.28', 'realism:0.62', 'sculpture:0.8', 'contemporary:0.36', 'mixed_media:0.95', 'abstract_art:0.88', 'digital_art:0.24', 'classical:0.11']"
3976,2025-10-06 14:43:52.745416,"['mixed_media:0.88', 'abstract_art:0.88', 'minimalist:0.68', 'classical:0.97', 'portrait:0.33', 'digital_art:0.66']"
3979,2025-07-17 16:29:47.755746,"['portrait:0.46', 'digital_art:0.76', 'minimalist:0.36']"
3980,2025-07-29 22:29:58.911816,"['classical:0.81', 'digital_art:0.91', 'oil_painting:0.86', 'mixed_media:0.47']"
3982,2025-08-18 16:05:03.144612,"['oil_painting:0.79', 'watercolor:0.26', 'small_art:0.25', 'portrait:0.17', 'contemporary:0.91']"
3983,2025-08-09 13:10:57.279124,"['contemporary:0.97', 'classical:0.26', 'oil_painting:0.84', 'portrait:0.34', 'landscape:0.97', 'colorful:0.5']"
3985,2025-07-09 00:03:49.428727,"['mixed_media:0.31', 'portrait:0.73', 'abstract_art:0.89', 'digital_art:0.72', 'landscape:0.98', 'realism:0.74']"
3986,2025-09-04 14:43:35.571831,"['digital_art:0.58', 'oil_painting:0.43', 'minimalist:0.46', 'landscape:0.45', 'realism:0.98', 'mixed_media:0.63']"
3988,2025-09-21 12:54:23.852623,"['minimalist:0.68', 'large_canvas:0.39', 'watercolor:0.26', 'landscape:0.59', 'oil_painting:0.26', 'portrait:0.74']"
3991,2025-08-07 04:58:35.702345,"['contemporary:0.81', 'realism:0.36', 'small_art:0.23']"
3992,2025-09-13 08:43:06.289533,"['colorful:0.92', 'contemporary:0.49', 'large_canvas:0.49']"
3994,2025-08-18 09:44:04.215266,"['abstract_art:0.69', 'digital_art:0.35', 'contemporary:0.21', 'landscape:0.7', 'oil_painting:0.76']"
3995,2025-08-20 22:19:24.878040,"['colorful:0.16', 'mixed_media:0.34', 'small_art:0.83', 'contemporary:0.2', 'landscape:0.25']"
3997,2025-09-01 18:31:57.601256,"['oil_painting:0.39', 'digital_art:0.78', 'abstract_art:0.67']"
3998,2025-07-26 20:59:25.997263,"['classical:0.66', 'contemporary:0.11', 'realism:0.36', 'oil_painting:0.55', 'watercolor:0.11', 'large_canvas:0.41', 'colorful:0.7', 'abstract_art:0.83', 'portrait:0.77']"
4000,2025-08-20 03:27:29.950866,"['portrait:0.44', 'watercolor:0.9', 'oil_painting:0.94', 'large_canvas:0.98']"
4001,2025-07-18 05:40:07.680646,"['landscape:0.62', 'mixed_media:0.81', 'classical:0.24']"
4004,2025-07-12 10:06:18.550648,"['large_canvas:0.71', 'colorful:0.72', 'mixed_media:0.71', 'classical:0.58', 'portrait:0.84', 'minimalist:0.58', 'contemporary:1']"
4007,2025-10-10 20:05:09.563298,"['digital_art:0.73', 'contemporary:0.3', 'landscape:0.9', 'minimalist:0.69', 'abstract_art:0.28', 'large_canvas:0.88', 'realism:0.28']"
4009,2025-08-02 17:39:57.120196,"['portrait:0.62', 'watercolor:0.65', 'digital_art:0.12', 'classical:0.22']"
4010,2025-08-04 23:22:57.688405,"['mixed_media:0.13', 'minimalist:0.84', 'classical:0.48', 'watercolor:0.12']"
4012,2025-09-24 13:52:42.990437,"['abstract_art:0.68', 'small_art:0.8', 'watercolor:0.14', 'landscape:0.43', 'portrait:0.21']"
4013,2025-07-12 12:51:12.995468,"['small_art:0.21', 'mixed_media:0.55', 'abstract_art:0.71']"
4016,2025-08-06 19:18:30.867649,"['watercolor:0.2', 'realism:0.38', 'digital_art:0.95', 'small_art:0.51']"
4018,2025-07-12 15:45:44.748871,"['landscape:0.32', 'mixed_media:0.81', 'realism:0.99', 'digital_art:0.66', 'colorful:0.67', 'large_canvas:0.39', 'sculpture:0.43', 'contemporary:0.55']"
4019,2025-10-10 22:15:08.893539,"['colorful:0.22', 'oil_painting:0.48', 'contemporary:0.36', 'abstract_art:0.93', 'watercolor:0.8', 'realism:0.32']"
4024,2025-09-26 02:45:14.775817,"['sculpture:0.7', 'small_art:0.25', 'classical:0.28', 'colorful:0.41']"
4025,2025-07-21 03:57:42.640795,"['digital_art:0.43', 'oil_painting:0.6', 'minimalist:0.8']"
4027,2025-08-08 02:42:39.358435,"['minimalist:0.17', 'classical:0.61', 'watercolor:0.51', 'contemporary:0.65', 'landscape:0.69', 'colorful:0.29', 'portrait:0.79']"
4028,2025-07-29 06:44:24.494216,"['oil_painting:0.18', 'watercolor:0.6', 'mixed_media:0.48', 'minimalist:0.89', 'small_art:0.96']"
4030,2025-10-10 10:12:09.584019,"['mixed_media:0.71', 'classical:0.36', 'contemporary:0.61']"
4031,2025-08-07 23:20:08.273641,"['abstract_art:0.24', 'large_canvas:0.26', 'realism:0.71', 'classical:0.31', 'minimalist:0.5', 'watercolor:0.98', 'contemporary:0.51']"
4033,2025-09-24 01:04:06.053970,"['colorful:0.67', 'watercolor:0.99', 'sculpture:0.83', 'mixed_media:0.6', 'oil_painting:0.95']"
4034,2025-09-19 03:12:54.151275,"['abstract_art:0.88', 'oil_painting:0.49', 'mixed_media:0.18', 'minimalist:0.53', 'small_art:0.91']"
4036,2025-07-24 19:12:19.724396,"['digital_art:0.34', 'mixed_media:0.37', 'portrait:0.43', 'oil_painting:0.92', 'watercolor:0.44', 'classical:0.49', 'large_canvas:0.93', 'minimalist:0.2']"
4037,2025-07-14 00:07:14.541794,"['sculpture:0.23', 'oil_painting:0.43', 'landscape:0.71', 'contemporary:0.65', 'large_canvas:0.39', 'minimalist:0.73']"
4039,2025-07-26 04:20:56.880377,"['small_art:0.69', 'mixed_media:0.54', 'colorful:0.62', 'large_canvas:0.82']"
4040,2025-07-18 17:55:01.474039,"['small_art:0.51', 'minimalist:0.13', 'large_canvas:0.1', 'sculpture:0.17', 'abstract_art:0.52']"
4043,2025-09-19 22:03:39.791803,"['classical:0.15', 'digital_art:0.83', 'watercolor:0.18', 'large_canvas:0.53', 'portrait:0.55']"
4045,2025-08-30 17:15:10.060561,"['realism:0.96', 'large_canvas:0.63', 'portrait:0.67']"
4046,2025-07-19 23:59:06.386116,"['digital_art:0.29', 'classical:0.93', 'sculpture:0.11']"
4048,2025-08-25 04:55:44.946655,"['abstract_art:0.32', 'oil_painting:0.31', 'colorful:0.89', 'sculpture:0.71', 'classical:0.7', 'mixed_media:0.8', 'watercolor:0.66', 'minimalist:0.65', 'landscape:0.38', 'realism:0.62']"
4049,2025-08-01 14:20:11.007453,"['portrait:0.95', 'abstract_art:0.95', 'classical:0.33']"
4051,2025-10-07 20:23:00.147604,"['mixed_media:0.61', 'digital_art:0.51', 'oil_painting:0.53', 'portrait:0.99', 'sculpture:0.91']"
4054,2025-08-16 23:17:24.333300,"['classical:0.8', 'sculpture:0.44', 'watercolor:0.19', 'portrait:0.32', 'digital_art:0.11', 'minimalist:0.57', 'realism:0.95']"
4055,2025-07-12 17:35:34.827696,"['contemporary:0.11', 'minimalist:0.38', 'portrait:0.33', 'digital_art:0.92', 'landscape:0.52']"
4057,2025-09-04 14:52:13.516193,"['classical:0.23', 'small_art:0.95', 'large_canvas:0.32']"
4058,2025-07-19 18:09:58.165748,"['portrait:0.51', 'contemporary:0.51', 'abstract_art:0.48', 'large_canvas:0.46', 'sculpture:0.86', 'realism:0.4']"
4061,2025-10-11 04:30:44.017877,"['watercolor:0.54', 'realism:0.54', 'colorful:0.27', 'mixed_media:0.92']"
4063,2025-07-22 23:06:40.818267,"['portrait:0.41', 'mixed_media:0.29', 'colorful:0.78', 'realism:0.66']"
4064,2025-07-27 07:34:21.654765,"['minimalist:0.4', 'mixed_media:0.74', 'classical:0.68', 'oil_painting:0.22', 'small_art:0.78']"
4067,2025-08-22 07:21:34.709014,"['mixed_media:0.72', 'abstract_art:0.71', 'minimalist:0.7', 'classical:0.35']"
4069,2025-08-02 10:21:08.319515,"['large_canvas:0.95', 'oil_painting:0.32', 'digital_art:0.27', 'colorful:0.57', 'abstract_art:0.29', 'sculpture:0.29']"
4073,2025-09-13 14:53:52.164300,"['digital_art:0.24', 'contemporary:0.15', 'large_canvas:0.27', 'minimalist:0.56', 'small_art:0.32']"
4075,2025-09-14 05:34:25.398777,"['minimalist:0.91', 'watercolor:0.31', 'realism:0.62']"
4076,2025-10-08 02:38:59.693588,"['abstract_art:0.86', 'watercolor:0.95', 'colorful:0.39', 'portrait:0.91']"
4078,2025-10-11 08:31:49.149522,"['minimalist:0.97', 'realism:0.29', 'abstract_art:0.76']"
4081,2025-10-01 02:56:10.056712,"['abstract_art:0.12', 'classical:0.86', 'contemporary:0.61', 'sculpture:0.17', 'minimalist:0.94']"
4082,2025-07-23 13:23:47.559652,"['classical:0.72', 'portrait:0.35', 'mixed_media:0.89', 'abstract_art:0.42', 'landscape:0.8', 'oil_painting:0.81']"
4084,2025-08-08 15:35:48.618945,"['watercolor:0.75', 'oil_painting:0.4', 'colorful:0.49']"
4085,2025-10-03 12:01:55.740916,"['large_canvas:0.18', 'contemporary:0.75', 'watercolor:0.91', 'minimalist:0.37', 'small_art:0.31', 'abstract_art:0.63']"
4087,2025-08-03 08:04:32.252483,"['contemporary:0.26', 'large_canvas:0.42', 'sculpture:0.62', 'realism:0.53']"
4090,2025-09-10 09:47:47.920429,"['realism:0.72', 'abstract_art:0.65', 'large_canvas:0.75', 'minimalist:0.45', 'mixed_media:0.99', 'contemporary:0.56', 'watercolor:0.74']"
4093,2025-08-25 19:44:08.134415,"['abstract_art:0.91', 'digital_art:0.76', 'mixed_media:0.97', 'sculpture:0.2', 'realism:0.52', 'landscape:0.46', 'watercolor:0.89']"
4094,2025-09-07 19:27:46.238875,"['mixed_media:0.85', 'colorful:0.26', 'digital_art:0.27', 'sculpture:0.62', 'portrait:0.37']"
4096,2025-08-20 04:55:22.141404,"['colorful:0.36', 'watercolor:0.15', 'contemporary:0.7']"
4097,2025-07-10 13:56:15.754028,"['mixed_media:0.26', 'abstract_art:0.77', 'small_art:0.88', 'large_canvas:0.2', 'realism:0.46', 'minimalist:0.35', 'colorful:0.46', 'landscape:0.74', 'oil_painting:0.94']"
4099,2025-08-07 10:55:02.119265,"['oil_painting:0.35', 'portrait:0.33', 'contemporary:0.97', 'minimalist:0.52', 'large_canvas:0.4', 'landscape:0.28', 'colorful:0.81', 'small_art:0.34']"
4100,2025-07-28 14:50:07.446139,"['classical:0.87', 'portrait:0.34', 'landscape:0.85', 'watercolor:0.24', 'colorful:0.35']"
4102,2025-09-28 18:33:16.287144,"['watercolor:0.96', 'digital_art:0.84', 'realism:0.85', 'mixed_media:0.9']"
4103,2025-09-11 20:03:06.732791,"['contemporary:0.74', 'minimalist:0.58', 'large_canvas:0.98', 'portrait:0.91', 'digital_art:0.92', 'realism:0.41']"
4105,2025-09-07 05:22:55.276386,"['oil_painting:0.39', 'watercolor:0.54', 'small_art:0.32']"
4106,2025-08-16 22:08:07.630141,"['realism:0.68', 'digital_art:0.11', 'watercolor:0.95', 'mixed_media:0.76']"
4108,2025-08-05 03:36:20.202055,"['classical:0.99', 'landscape:0.27', 'colorful:0.6', 'small_art:0.88', 'abstract_art:0.55', 'large_canvas:0.26']"
